0.024573 0.157080 0.000000
0.213938 0.471239 0.000000
0.555360 0.785398 0.000000
0.979713 1.099557 0.000000
1.396311 1.413717 0.000000
1.706603 1.727876 0.000000
1.819467 2.042035 0.000000
1.666081 2.356194 0.000000
1.212315 2.670354 0.000000
0.466881 2.984513 0.000000
-0.516026 3.298672 0.000000
-1.640191 3.612832 0.000000
-2.776802 3.926991 0.000000
-3.778892 4.241150 0.000000
-4.499226 4.555309 0.000000
-4.809517 4.869469 0.000000
-4.618646 5.183628 0.000000
-3.887523 5.497787 0.000000
-2.638568 5.811946 0.000000
-0.958334 6.126106 0.000000
